HS Code,HS Code Description,HS Description
0304.8700,"- -Tunas (of the genus Thunnus) skipjack or
stripe-bellied bonito (Euthynnus (Katsuwonus)
pelamis)","- -Tunas (of the genus Thunnus) skipjack or
stripe-bellied bonito (Euthynnus (Katsuwonus)
pelamis)"
0304.8800,"- - Dogfish, other sharks, rays and skates
(Rajidae)","- - Dogfish, other sharks, rays and skates
(Rajidae)"
0304.8900,- -Other,- -Other
0304.9100,- - Swordfish (Xiphias gladius),- - Swordfish (Xiphias gladius)
0304.9200,- - Toothfish (Dissostichus spp.),- - Toothfish (Dissostichus spp.)
0304.9300,"- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon
idellus,Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.), eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)","- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon
idellus,Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.), eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)"
0304.9400,- - Alaska Pollack (Theragra chalcogramma),- - Alaska Pollack (Theragra chalcogramma)
0304.9500,"- - Fish of the families Bregmacerotidae,
Euclichthyidae, Gadidae, Macrouridae,
Melanonidae,Merlucciidae, Moridae and
Muraenolepididae, other than Alaska Pollack
(Theragra chalcogramma)","- - Fish of the families Bregmacerotidae,
Euclichthyidae, Gadidae, Macrouridae,
Melanonidae,Merlucciidae, Moridae and
Muraenolepididae, other than Alaska Pollack
(Theragra chalcogramma)"
0304.9600,- - Dogfish and other sharks,- - Dogfish and other sharks
0304.9700,- - Rays and skates (Rajidae),- - Rays and skates (Rajidae)
0304.9900,- - Other,- - Other
03.05,"Fish, dried, salted or in brine; smoked fish,
whether or not cooked before or during the
smoking process; flours, meals and pellets of
fish, fit for human consumption.","Fish, dried, salted or in brine; smoked fish,
whether or not cooked before or during the
smoking process; flours, meals and pellets of
fish, fit for human consumption."
0305.1000,"- Flours, meals and pellets of fish, fit for human
consumption","- Flours, meals and pellets of fish, fit for human
consumption"
0305.2000,"- Livers, roes and milt of fish, dried, smoked,
salted or in brine","- Livers, roes and milt of fish, dried, smoked,
salted or in brine"
0305.3100,"- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon
idellus,Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.), eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)","- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon
idellus,Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.), eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)"
0305.3200,"- - Fish of the families Bregmacerotidae,
Euclichthyidae, Gadidae, Macrouridae,
Melanonidae,Merlucciidae, Moridae and
Muraenolepididae","- - Fish of the families Bregmacerotidae,
Euclichthyidae, Gadidae, Macrouridae,
Melanonidae,Merlucciidae, Moridae and
Muraenolepididae"
0305.3900,- - Other,- - Other
0305.4100,"- - Pacific salmon (Oncorhynchus
nerka,Oncorhynchus gorbuscha, Oncorhynchus
keta, Oncorhynchus tschawytscha,
Oncorhynchus kisutch, Oncorhynchus masou
and Oncorhynchus rhodurus), Atlantic salmon
(Salmo salar) and Danube salmon (Hucho
hucho)","- - Pacific salmon (Oncorhynchus
nerka,Oncorhynchus gorbuscha, Oncorhynchus
keta, Oncorhynchus tschawytscha,
Oncorhynchus kisutch, Oncorhynchus masou
and Oncorhynchus rhodurus), Atlantic salmon
(Salmo salar) and Danube salmon (Hucho
hucho)"
0305.4200,"- - Herrings (Clupea harengus, Clupea pallasii)","- - Herrings (Clupea harengus, Clupea pallasii)"
0305.4300,"- - Trout (Salmo trutta, Oncorhynchus mykiss,
Oncorhynchus clarki, Oncorhynchus aguabonita,
Oncorhynchus gilae, Oncorhynchus apache and
Oncorhynchus chrysogaster)","- - Trout (Salmo trutta, Oncorhynchus mykiss,
Oncorhynchus clarki, Oncorhynchus aguabonita,
Oncorhynchus gilae, Oncorhynchus apache and
Oncorhynchus chrysogaster)"
0305.4400,"- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon idellus,
Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.),eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)","- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon idellus,
Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.),eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)"
0305.4900,- - Other,- - Other
0305.5100,"- - Cod (Gadus morhua, Gadus ogac,Gadus
macrocephalus)","- - Cod (Gadus morhua, Gadus ogac,Gadus
macrocephalus)"
0305.5200,"- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon idellus,
Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.), eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)","- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon idellus,
Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.), eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)"
0305.5300,"- - Fish of the families Bregmacerotidae,
Euclichthyidae, Gadidae, Macrouridae,
Melanonidae, Merlucciidae, Moridae and
Muraenolepididae, other than cod (Gadus
morhua, Gadus ogac, Gadus macrocephalus)","- - Fish of the families Bregmacerotidae,
Euclichthyidae, Gadidae, Macrouridae,
Melanonidae, Merlucciidae, Moridae and
Muraenolepididae, other than cod (Gadus
morhua, Gadus ogac, Gadus macrocephalus)"
0305.5400,"- - Herrings (Clupea harengus, Clupea pallasii),
anchovies (Engraulis spp.), sardines (Sardina
pilchardus, Sardinops spp.), sardinella
(Sardinella spp.), brisling or sprats (Sprattus
sprattus), mackerel (Scomber scombrus,
Scomber australasicus, Scomber japonicus),
Indian mackerels (Rastrelliger spp.), seerfishes
(Scomberomorus spp.), jack and horse mackerel
(Trachurus spp.), jacks, crevalles (Caranx spp.),
cobia (Rachycentron canadum), silver pomfrets
(Pampus spp.), Pacific saury (Cololabis saira),
scads (Decapterus spp.), capelin (Mallotus
villosus), swordfish (Xiphias gladius), Kawakawa
(Euthynnus affinis), bonitos (Sarda spp.), marlins,
sailfishes, spearfish (Istiophoridae)","- - Herrings (Clupea harengus, Clupea pallasii),
anchovies (Engraulis spp.), sardines (Sardina
pilchardus, Sardinops spp.), sardinella
(Sardinella spp.), brisling or sprats (Sprattus
sprattus), mackerel (Scomber scombrus,
Scomber australasicus, Scomber japonicus),
Indian mackerels (Rastrelliger spp.), seerfishes
(Scomberomorus spp.), jack and horse mackerel
(Trachurus spp.), jacks, crevalles (Caranx spp.),
cobia (Rachycentron canadum), silver pomfrets
(Pampus spp.), Pacific saury (Cololabis saira),
scads (Decapterus spp.), capelin (Mallotus
villosus), swordfish (Xiphias gladius), Kawakawa
(Euthynnus affinis), bonitos (Sarda spp.), marlins,
sailfishes, spearfish (Istiophoridae)"
0305.5900,- - Other,- - Other
0305.6100,"- - Herrings (Clupea harengus,Clupea pallasii)","- - Herrings (Clupea harengus,Clupea pallasii)"
0305.6200,"- - Cod (Gadus morhua, Gadus ogac, Gadus
macrocephalus)","- - Cod (Gadus morhua, Gadus ogac, Gadus
macrocephalus)"
0305.6300,- - Anchovies (Engraulis spp.),- - Anchovies (Engraulis spp.)
0305.6400,"- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon idellus,
Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.),eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)","- - Tilapias (Oreochromis spp.), catfish
(Pangasius spp., Silurus spp., Clarias spp.,
Ictalurus spp.), carp (Cyprinus spp., Carassius
spp., Ctenopharyngodon idellus,
Hypophthalmichthys spp., Cirrhinus spp.,
Mylopharyngodon piceus, Catla catla, Labeo
spp., Osteochilus hasselti, Leptobarbus hoeveni,
Megalobrama spp.),eels (Anguilla spp.), Nile
perch (Lates niloticus) and snakeheads (Channa
spp.)"
0305.6900,- - Other,- - Other
0305.7100,- - Shark fins,- - Shark fins
0305.7200,"- - Fish heads, tails and maws","- - Fish heads, tails and maws"
0305.7900,- - Other,- - Other
03.06,"Crustaceans, whether in shell or not, live,
fresh, chilled, frozen, dried, salted or in brine;
smoked crustaceans, whether in shell or not,
whether or not cooked before or during the
smoking process; crustaceans, in shell,
cooked by steaming or by boiling in water,
whether or not chilled, frozen, dried, salted or
in brine; flours, meals and pellets of
crustaceans, fit for human consumption.","Crustaceans, whether in shell or not, live,
fresh, chilled, frozen, dried, salted or in brine;
smoked crustaceans, whether in shell or not,
whether or not cooked before or during the
smoking process; crustaceans, in shell,
cooked by steaming or by boiling in water,
whether or not chilled, frozen, dried, salted or
in brine; flours, meals and pellets of
crustaceans, fit for human consumption."
0306.1100,"- - Rock lobster and other sea crawfish (Palinurus
spp., Panulirus spp., Jasus spp.)","- - Rock lobster and other sea crawfish (Palinurus
spp., Panulirus spp., Jasus spp.)"
0306.1200,- - Lobsters (Homarus spp.),- - Lobsters (Homarus spp.)
0306.1400,- - Crabs,- - Crabs
0306.1500,- - Norway lobsters (Nephrops norvegicus),- - Norway lobsters (Nephrops norvegicus)
0306.1600,"- - Cold-water shrimps and prawns (Pandalus
spp., Crangon crangon)","- - Cold-water shrimps and prawns (Pandalus
spp., Crangon crangon)"
0306.1700,- - Other shrimps and prawns,- - Other shrimps and prawns
0306.1900,"- - Other, including flours, meals and pellets of
crustaceans, fit for human consumption","- - Other, including flours, meals and pellets of
crustaceans, fit for human consumption"
0306.3100,"- - Rock lobster and other sea crawfish (Palinurus
spp.,Panulirus spp., Jasus spp.)","- - Rock lobster and other sea crawfish (Palinurus
spp.,Panulirus spp., Jasus spp.)"
0306.3200,- - Lobsters (Homarus spp.),- - Lobsters (Homarus spp.)
0306.3300,- - Crabs,- - Crabs
0306.3400,- - Norway lobsters (Nephrops norvegicus),- - Norway lobsters (Nephrops norvegicus)
0306.3500,"- - Cold-water shrimps and prawns (Pandalus
spp., Crangon crangon)","- - Cold-water shrimps and prawns (Pandalus
spp., Crangon crangon)"
0306.3600,- - Other shrimps and prawns,- - Other shrimps and prawns
0306.3900,"- - Other, including flours, meals and pellets of
crustaceans, fit for human consumption","- - Other, including flours, meals and pellets of
crustaceans, fit for human consumption"
0306.9100,"- - Rock lobster and other sea crawfish (Palinurus
spp.,Panulirus spp., Jasus spp.)","- - Rock lobster and other sea crawfish (Palinurus
spp.,Panulirus spp., Jasus spp.)"
0306.9200,- - Lobsters (Homarus spp.),- - Lobsters (Homarus spp.)
0306.9300,- - Crabs,- - Crabs
0306.9400,- - Norway lobsters (Nephrops norvegicus),- - Norway lobsters (Nephrops norvegicus)
0306.9500,- - Shrimps and prawns,- - Shrimps and prawns
0306.9900,"- - Other, including flours, meals and pellets of
crustaceans, fit for human consumption","- - Other, including flours, meals and pellets of
crustaceans, fit for human consumption"
03.07,"Molluscs, whether in shell or not, live, fresh,
chilled, frozen, dried, salted or in brine;
smoked molluscs, whether in shell or not,
whether or not cooked before or during the
smoking process; flours, meals and pellets of
molluscs, fit for human consumption.","Molluscs, whether in shell or not, live, fresh,
chilled, frozen, dried, salted or in brine;
smoked molluscs, whether in shell or not,
whether or not cooked before or during the
smoking process; flours, meals and pellets of
molluscs, fit for human consumption."
0307.1100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0307.1200,- - Frozen,- - Frozen
0307.1900,- - Other,- - Other
0307.2100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0307.2200,- - Frozen,- - Frozen
0307.2900,- - Other,- - Other
0307.3100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0307.3200,- - Frozen,- - Frozen
0307.3900,- - Other,- - Other
0307.4200,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0307.4300,- - Frozen,- - Frozen
0307.4900,- - Other,- - Other
0307.5100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0307.5200,- - Frozen,- - Frozen
0307.5900,- - Other,- - Other
0307.6000,"- Snails, other than sea snails","- Snails, other than sea snails"
0307.7100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0307.7200,- - Frozen,- - Frozen
0307.7900,- - Other,- - Other
0307.8100,"- - Live, fresh or chilled abalone (Haliotis spp.)","- - Live, fresh or chilled abalone (Haliotis spp.)"
0307.8200,"- - Live, fresh or chilled stromboid conchs
(Strombus spp.)","- - Live, fresh or chilled stromboid conchs
(Strombus spp.)"
0307.8300,- - Frozen abalone(Haliotis spp.),- - Frozen abalone(Haliotis spp.)
0307.8400,- - Frozen stromboid conchs (Strombus spp.),- - Frozen stromboid conchs (Strombus spp.)
0307.8700,- - Other abalone(Haliotis spp.),- - Other abalone(Haliotis spp.)
0307.8800,- - Other stromboid conchs (Strombus spp.),- - Other stromboid conchs (Strombus spp.)
0307.9100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0307.9200,- - Frozen,- - Frozen
0307.9900,- - Other,- - Other
03.08,"Aquatic invertebrates other than crustaceans
and molluscs, live, fresh, chilled, frozen,
dried, salted or in brine; smoked aquatic
invertebrates other than crustaceans and
molluscs, whether or not cooked before or
during the smoking process; flours, meals
and pellets of aquatic invertebrates other than
crustaceans and molluscs, fit for human
consumption.","Aquatic invertebrates other than crustaceans
and molluscs, live, fresh, chilled, frozen,
dried, salted or in brine; smoked aquatic
invertebrates other than crustaceans and
molluscs, whether or not cooked before or
during the smoking process; flours, meals
and pellets of aquatic invertebrates other than
crustaceans and molluscs, fit for human
consumption."
0308.1100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0308.1200,- - Frozen,- - Frozen
0308.1900,- - Other,- - Other
0308.2100,"- - Live, fresh or chilled","- - Live, fresh or chilled"
0308.2200,- - Frozen,- - Frozen
0308.2900,- - Other,- - Other
0308.3000,- Jellyfish (Rhopilema spp.),- Jellyfish (Rhopilema spp.)
0308.9000,- Other,- Other
04.01,"Milk and cream, not concentrated nor
containing added sugar or other sweetening
matter.","Milk and cream, not concentrated nor
containing added sugar or other sweetening
matter."
0401.1000,"- Of a fat content, by weight, not exceeding 1 %","- Of a fat content, by weight, not exceeding 1 %"
0401.2000,"- Of a fat content, by weight, exceeding 1 % but
not exceeding 6 %","- Of a fat content, by weight, exceeding 1 % but
not exceeding 6 %"
0401.4000,"- Of a fat content, by weight, exceeding 6 % but
not exceeding 10%","- Of a fat content, by weight, exceeding 6 % but
not exceeding 10%"
0401.5000,"- Of a fat content, by weight, exceeding 10 %","- Of a fat content, by weight, exceeding 10 %"
04.02,"Milk and cream, concentrated or containing
added sugar or other sweetening matter.","Milk and cream, concentrated or containing
added sugar or other sweetening matter."
0402.1000,"- In powder, granules or other solid forms, of a fat
content, by weight, not exceeding 1.5 %","- In powder, granules or other solid forms, of a fat
content, by weight, not exceeding 1.5 %"
0402.2100,"- - Not containing added sugar or other
sweetening matter","- - Not containing added sugar or other
sweetening matter"
0402.2900,- - Other,- - Other
0402.9100,"- - Not containing added sugar or other
sweetening matter","- - Not containing added sugar or other
sweetening matter"
0402.9900,- - Other,- - Other
04.03,"Buttermilk, curdled milk and cream, yogurt,
kephir and other fermented or acidified milk
and cream, whether or not concentrated or
containing added sugar or other sweetening
matter or flavoured or containing added fruit,
nuts or cocoa.","Buttermilk, curdled milk and cream, yogurt,
kephir and other fermented or acidified milk
and cream, whether or not concentrated or
containing added sugar or other sweetening
matter or flavoured or containing added fruit,
nuts or cocoa."
0403.1000,- Yogurt,- Yogurt
0403.9000,- Other,- Other
04.04,"Whey, whether or not concentrated or
containing added sugar or other sweetening
matter; products consisting of natural milk
constituents, whether or not containing
added sugar or other sweetening matter, not
elsewhere specified or included.","Whey, whether or not concentrated or
containing added sugar or other sweetening
matter; products consisting of natural milk
constituents, whether or not containing
added sugar or other sweetening matter, not
elsewhere specified or included."
